x,y,label
-0.7255559433401748,16.491300691315654,0
0.09422756338249962,18.82872655405764,0
1.1109394044491914,18.52716666917335,0
1.070373746904178,18.86254807675209,0
-1.0706704431186858,16.60504859089761,0
-1.518080649509293,14.50809440822538,0
1.5421593364319874,18.041661636219153,0
-0.10705113544962236,16.968023506983325,0
1.2573307372469444,19.622904084853133,0
0.17891022536738754,18.337821905369616,0
-1.266662210653706,15.027691245866235,0
0.6737623853949453,17.331052623353113,0
0.4134857523025308,19.03269085429587,0
1.8259953079600963,19.606283559751567,0
-2.2292128456972216,14.062385842679534,0
-2.548589765050391,14.177845449955816,0
-1.9707231313692954,14.8529490692494,0
-0.5907226582386084,16.35049370915354,0
-1.5088698018317914,14.139179921040467,0
-1.6047429706045624,15.77177340432388,0
-0.14766791045738537,15.13305926336742,0
-1.1840901410243734,15.821132760815905,0
2.3050619103147203,17.92288857947928,0
0.6713214243105442,16.060109344652783,0
1.2050853057052635,16.93492930773621,0
-0.1899130753148122,18.605335681529862,0
0.37726981387721925,16.46860023054281,0
-0.5907806341823365,15.920957348670061,0
-0.424247294526279,16.24803349522869,0
0.9434810361675028,18.049361211429275,0
0.5875026453756075,18.270954580245668,0
-0.22001636500195157,15.278090577066257,0
-2.3644276047098276,15.1873349231664,0
-2.433201863949908,14.53442272116901,0
0.23876179123141447,18.244453327653268,0
-0.4915552490274,18.046064436892365,0
-0.7362229807327179,14.971762856334706,0
-1.0849217283160844,17.024468528757048,0
1.4845974719189896,19.437000252748735,0
-0.23043128066414145,16.636530654827205,0
-0.7316251981113435,16.923118713656653,0
0.8329383304682236,20.246252184762056,0
1.8066156577134411,18.981771028381647,0
0.5508010985012609,15.88073249806621,0
-0.6001996617493394,14.357235781950639,0
0.4365111525992664,19.004264094805688,0
-1.6640331674632032,15.734822849467417,0
1.316014412786073,18.613872217837745,0
-1.2529263510743007,15.326604511132183,0
-0.1721127736569153,17.422409226451716,0
0.6712980040649197,-10.380744431631364,1
1.558149517082884,-8.844491015310734,1
0.17750016258585427,-10.227371998589126,1
6.344415941499477,-6.854891573532177,1
1.1888216350144607,-9.184353202043287,1
4.210962448344876,-7.6237422210774834,1
1.1719505847918044,-8.259393862489809,1
7.631773149434174,-6.009633849801727,1
1.348529693289209,-9.572790424067808,1
6.461943932069045,-7.241397977828002,1
7.58838075803287,-6.299940147685317,1
3.7253116706784914,-7.129866517802751,1
5.4754040709209875,-5.521568506871529,1
1.8933399888243325,-7.9360011282686305,1
6.0433324922525635,-5.8456442970494065,1
1.4763365184645232,-9.833156596713534,1
4.055625609477627,-7.71412702487601,1
5.138965365272876,-6.323515359455926,1
3.3610509353481026,-9.497417413737042,1
6.049502137806304,-6.3984674216641935,1
0.7225518551092392,-6.959539960901557,1
4.243034335121417,-6.376533591781312,1
-0.323655898281879,-8.394270307320072,1
2.310985544193357,-8.0939289822794,1
2.314439462765775,-8.995449760938053,1
1.6541553588877762,-9.537229855452836,1
0.5356259066612488,-9.90603349822535,1
-0.6856860630868605,-9.90026071200146,1
2.6522581639875624,-7.656121689546729,1
6.489172439330224,-5.730642398253824,1
6.496944454056974,-6.386763394174248,1
6.665092150760092,-6.17787324416884,1
5.414311164297779,-6.301710272058133,1
-0.777337681877884,-7.415459787413687,1
4.614351771127319,-7.999337313057738,1
1.8313755479405647,-7.158349466730301,1
0.7707995363883748,-9.82546493392937,1
3.370007623182384,-9.40395318662023,1
4.87654021050278,-7.092062194385623,1
